hashed_email,total_purchase_amount,last_purchase_date,store_visits_12months,product_category_interest
0dcd95e2be29aab52a9e40092385d47b,Medium,Over_3years,High,Sports
e5b5c445e66535284ec8e1f3fdcf5638,Low,Within_1year,High,Sports
c049e6d32c541dd561f29e88fe096284,High,Over_3years,Low,Luxury
4f27405ea3930a6b602e113a91d78f30,High,1-3years,Low,Luxury
505eca1c81246170dbc9e0151ed845e4,Medium,Over_3years,High,Sports
abcddd47950685b2f6612a11fc548aa2,Low,Over_3years,Low,Luxury
8779c931527c455b6efda69aa1b7f503,Medium,Over_3years,Low,Luxury
acc201fe6d19952f27ccbbf850fe24d3,Medium,Over_3years,Low,Sports
ed1c7d1de57e8c4148e0cfe4d8eae908,Low,Within_1year,Low,Classic
d0530d27e12f51a499955aff2d1250f6,High,Over_3years,High,Classic
0272cf24fc621fe48bc4b83b91dd0149,High,Within_1year,High,Luxury
25909360bd704e881cb765c2e160805d,Medium,Over_3years,High,Sports
f0e1aedeefe5c1adf2596f0b8b8985d2,Medium,Over_3years,Low,Luxury
90d5750fbb224226dcbe886a8362e205,Medium,Within_1year,Low,Luxury
a71d4556b6bac6e39aad805859315903,Low,1-3years,High,Sports
74e570e0142e9c669ca7e83f10a183bb,Low,1-3years,High,Classic
07481aa2065ec5210182d619a6ea695e,Medium,Within_1year,Low,Luxury
121bbc754d692110b584ec739084b724,High,Over_3years,High,Luxury
e4fe055f53a130ada61a1d8ff6472a26,High,1-3years,High,Classic
168155ce6cf9a89d0d13dfd5829cdad6,Low,Over_3years,High,Sports
688d4c4fcf826be2764da0925e0f08cd,Low,Within_1year,High,Sports
6621d14693946ffbeff0ec0fdbb4d7cc,High,Within_1year,High,Sports
b543de1a8efa9f4d7488c54b120dcf47,Low,1-3years,High,Sports
e0868a0c5ed19bbf4ef9d592dddaf3f6,High,1-3years,Low,Sports
8e83e15416ebdc5230696f0e57252d53,Medium,Over_3years,High,Luxury
8714393b026e36fd11e905695203095a,Low,1-3years,High,Luxury
3a91f14ca9adbe8fa8f852c5fe53a9a6,Medium,Within_1year,Low,Classic
41b71dd31d73a96fe213c947c06b9d7c,Low,Within_1year,High,Classic
4f5df466b571227537e8ee823325df16,Low,Within_1year,High,Classic
da932f667550d53a9cedff0773393c3c,Medium,Over_3years,Low,Classic
93a4bb8d94b5d3ce90f74aafc5657ec1,Medium,1-3years,High,Sports
73f618e2f02ddb45e99f17daf726e861,Low,Over_3years,High,Sports
527a3047d03b851a59ea31f3ee21ecbf,Medium,Over_3years,Low,Classic
2bf2ed97c90b2fc4d9b43212fc505f10,High,1-3years,Low,Luxury
1491a02db7408e0b8c522ccb715debb7,High,Within_1year,High,Sports
fbca1981c25457d8cde8496e986167c5,Medium,1-3years,Low,Sports
54f1e5d588f328694313b3ea3a143d7a,High,1-3years,High,Luxury
a406a5c705a6fe5255a57e3d4daee937,High,1-3years,Low,Luxury
1df916333c6fdf3b3cb88c91826f3ad0,High,Over_3years,Low,Luxury
a32a047bb178e9c3586b54f5cd6158cb,Low,1-3years,Low,Luxury
7e4c40ecb3131279f110ba23a0a17a6f,High,Within_1year,Low,Luxury
96d2f62ecaef7544575ef49d3a7c6c21,High,1-3years,Low,Classic
3aaaab57087705e1b26337bec74e61ce,Medium,Within_1year,Low,Luxury
4894131b3ee7df5cdc74f093ba4b91bb,High,Within_1year,High,Sports
0f5b92fd346bf4489931a339e5404c05,Low,Within_1year,High,Luxury
133c47da125e8f3a8b7267320e9a91e5,Low,Over_3years,High,Classic
6d5d68e09db9ccc5145d82fefbead0ac,Medium,Over_3years,Low,Sports
e2e02b519b80c6190ce44a9702c5f4ed,Low,Over_3years,High,Luxury
13e878acf8a39610e10e2595c10ea31b,Low,1-3years,Low,Luxury
f52a74e252395fb0ddfd3f91a8da53f7,High,Over_3years,High,Luxury
4fcc52275efae4da503c59923d739aa5,High,1-3years,High,Sports
c2de3afd7dea660a59b441a0524aa95e,Low,Within_1year,Low,Luxury
4bbb4446362b4f8d8487c7a759ae804f,Medium,1-3years,Low,Classic
38c28a52716bfe9aa30d7e32e3cacc79,Medium,Within_1year,Low,Classic
de3043e07f0992293ef08794359c9270,High,1-3years,High,Luxury
3c180c65351a66fc1b755cd03d1a87da,Low,Over_3years,High,Sports
2ca744ca79a029b64e4b3b6e5c78c22c,High,Within_1year,High,Sports
27433079cf45b94cec587b8153d13743,Medium,1-3years,High,Classic
c960dc00d3bec472a582e1366122ae11,Low,1-3years,Low,Classic
821f404a19b7dc51f50c78c967b852a7,High,Over_3years,High,Sports
e2fd772dd1a73d89cb3157ffa6e56c79,High,Over_3years,High,Sports
b3fbe9e900e3cd5f77ecc12085bf7d4d,Medium,Over_3years,High,Classic
74da11407548371498c6d716311e2081,High,1-3years,High,Luxury
9ace4d2efd5b52e1b8493204ac32548a,Medium,Over_3years,High,Luxury
5197549517c87413dd3e184d5f0bb5f7,Medium,1-3years,Low,Sports
547fcb0b5f20cab7793ddd04248dfae3,Low,Over_3years,Low,Luxury
ad7f5ca4dcc28fa3e2489858bd6e0c14,Low,1-3years,High,Sports
132a7d92ecae4c400ac4ffb012cca768,High,Within_1year,High,Classic
9f64030e78921d6e67076d8d6a98a7fc,Medium,Over_3years,Low,Classic
406ef274a4e05a758569605e93a51734,Medium,Within_1year,High,Sports
3a7454176385e6cfaaf24c6038a61e2a,Low,1-3years,High,Classic
fc77c3c20378e35bd5c431f5397c9878,Low,Within_1year,Low,Luxury
489cbcf2fa0d0ff6fb504c295838db0b,Medium,Over_3years,High,Classic
12d3105012985190bfe24ba4433817b1,Low,Over_3years,High,Classic
9f5c38750c8a4edacbff0fc5868e038c,High,1-3years,High,Luxury
eef82c83c7676da356b2e48a7ed2d582,Medium,Over_3years,High,Luxury
c8748be1e44884fc2e9346ceaa69838f,Low,Within_1year,High,Sports
2e0991a21b18bd8c543380fc267903bb,High,Over_3years,High,Classic
b25f5489ab743a8f912ab6c3e334b084,Medium,Within_1year,Low,Sports
7cf20e591f58a4c27466a799393d9370,High,Over_3years,High,Sports
ff3bb15d560075de5b1f9832aa7909d2,High,1-3years,High,Luxury
2209a2bd0c7fb67f77d5ce2db4b9abfe,Medium,Over_3years,High,Sports
9129df4dee06a55e95a6cdcc72b63763,High,1-3years,Low,Sports
2f9b586f5ee31eea63fdce4b061637bf,Low,Over_3years,High,Classic
2c006ad420b5f27fb39842fde330b7ea,Low,1-3years,Low,Sports
fc94f0b0f550356739d168953a2b1c52,Low,Within_1year,High,Sports
cbeff0034480d11c2c166a793fa0f634,High,Within_1year,Low,Sports
388cafe9ee2e946ec3b9bcc2f04a38de,Low,Within_1year,High,Classic
c23e00f8b804f0afbea4303175181ae3,High,Within_1year,High,Luxury
5755934cb259917f2bf563ec88d8cf05,Low,1-3years,High,Classic
56d669590368ff2918824a3928767095,Medium,1-3years,High,Luxury
4537d6a96b1a54ff4011b4022888fdc8,High,Within_1year,Low,Luxury
e47814305981ff7b0934e0045ce79935,High,Within_1year,Low,Luxury
738c0ad975ef88efbb6a1652ab54bb02,Low,Within_1year,High,Classic
1e4caafe7acbb7f504ed924422bd4d79,Medium,Over_3years,High,Classic
e54598e08f175d3b11cb5ea940660132,Low,Within_1year,Low,Luxury
71e82d8d843950b91a2ce0531683747a,Low,1-3years,Low,Classic
ff23078d3be0e0cd6eacd9662ca2e8fc,Medium,1-3years,Low,Sports
a67b0050e057cf12064b8822c57201de,Medium,1-3years,Low,Luxury
84bf185d9e2a3580d7dda03d41d7c112,Low,Over_3years,Low,Luxury
122048d16519b384d846c2af492b4a55,Medium,Over_3years,Low,Luxury
424a2581e666a9562c972632d857a1df,Low,Over_3years,Low,Luxury
4b1ee6285cb50ad84eca5b0c018a8d38,High,Over_3years,Low,Sports
c00a5b7dfa163ed9635f86609f9ca91e,Low,1-3years,Low,Classic
f103c00b8baad55b2cdf094ba2cf652b,High,Over_3years,High,Sports
1c48362ddc2ddf9477d85d12a1df2cf3,Low,Over_3years,High,Classic
2abbb25d3da5c48eec37fba9b05e3e29,Medium,Over_3years,High,Sports
13c68fb334704766334cc9f65c003ee7,High,Within_1year,Low,Luxury
8c31fe0f0c1fd78778dadc3cf36dcf72,Medium,1-3years,Low,Sports
b5b6f181b251f74e79383af73970e96c,High,Over_3years,Low,Sports
5961fb346de380c4ec792efe729317d0,High,Within_1year,Low,Luxury
57675f51c92e25218873abd1ec99cc72,Low,1-3years,High,Classic
65c949c0eb9485be5cbebcc108279ddb,Low,Over_3years,High,Classic
fe5993883ba3b04e4b5bb866ef2bcb42,Low,1-3years,High,Luxury
14a3c1ae6906aa0cb65dbed78f2646e0,Low,1-3years,Low,Luxury
5744a24e32d6308f0436dd2c5a4e8b2e,Medium,Within_1year,High,Luxury
c5fb88db1fc68f2a5a61b5e180c614c6,Low,Over_3years,High,Luxury
8d7553ec576c959b9eaff3f5a0300f33,Low,1-3years,High,Luxury
48a015eb040566b31d65e8d68ecaabc7,High,Within_1year,Low,Sports
d2045eb84dae65158a7335874803ac76,Medium,1-3years,Low,Classic
3cf6553fcf2e2e396b24321ab48f3ca4,Medium,1-3years,Low,Luxury
314f943ddc9e8205b75d9288223cbf73,High,Within_1year,Low,Classic
9eb227887f61042dde663ee1e22058c0,High,1-3years,Low,Luxury
e1b0d0260072529249636a1c38b12453,Low,Within_1year,High,Sports
c97e9ed75c63b740491fc1503fef9620,Medium,Over_3years,Low,Sports
bb97f1b1a4055f2de7bf282194778317,Low,1-3years,Low,Sports
29dab7fdecba29fc7c6a7c51a538a002,High,Over_3years,High,Sports
e2b2118f5c424af39d200883b295c661,Low,Over_3years,High,Classic
b4019e37d9a2b2dbd5f812130f8c8d23,Medium,1-3years,Low,Sports
dad8d2f873cdfd8465fe4125aa616b8e,Low,Within_1year,High,Classic
b2590dfc5e0e379ada8e9b730bcc34dc,Medium,1-3years,Low,Luxury
e363eab8ad60ac96bbcc00c42202a723,Low,1-3years,Low,Luxury
f248d807f8abf2e70e277b2ad7f71009,Low,Within_1year,High,Sports
f22f8965b739695de0a7094f6b87508d,Medium,Within_1year,Low,Classic
dcca155b19448eeed8af5c0558b504df,Medium,1-3years,High,Luxury
815c8bad308f7371df5f83a967c5c288,Medium,Within_1year,High,Luxury
f2dc07f555c88c21331b7839661e8978,Low,Over_3years,High,Luxury
329d91866d43278714067a3075e2e4a6,Low,Within_1year,High,Luxury
6adfc6440bc56ed39f9b51894a658619,Low,Over_3years,Low,Sports
a6590d56846710185ea19a5b55bfb31f,High,Over_3years,High,Sports
f5a65b4e734e58a0ff7fbf5fc5729160,Low,Over_3years,High,Sports
ef4297265dc221fd2b557e8008e7b409,Medium,Within_1year,Low,Luxury
7441f5f1a0f0f1d174a9e9ec83ce3234,Medium,Within_1year,Low,Sports
f213168759d40d19d97e06c736c31faa,Medium,1-3years,High,Luxury
4e535929bde7af39373a92d1988d3331,Low,Within_1year,Low,Sports
386b43952ce02670942a7e89c5d151f1,Medium,Within_1year,High,Sports
ded715779574ef8f3e40cf238385e6e0,Medium,Over_3years,High,Classic
80288063d90bdccf5d1620e597d203ee,High,Within_1year,Low,Classic
af8f09b0b02ae03b910f9cf2c5593ce5,High,Within_1year,Low,Luxury
eaf7624c1a0c49443bc5126bdf69ceae,Medium,Over_3years,High,Luxury
6638545bc64c64bad52e36f055aa2203,High,Within_1year,High,Luxury
7b60f61d281f8929c9a54f9620523b0e,High,Over_3years,Low,Classic
ff8e6ee4f2142824c8db1af094d63074,Medium,Within_1year,Low,Sports
0b42bb7ae56585726765ce54c29b5329,Low,Within_1year,High,Classic
e0a76a59d901f85f2c9751df0761f131,Low,1-3years,High,Sports
c13312fea4aa5a5fcde61d1a10ccd40e,Medium,Within_1year,High,Luxury
b7a44d4424a1ffeab43159a7463d219e,Low,Over_3years,Low,Classic
01d92d31963b1ae0cb4786c3c2dc17f8,High,Within_1year,High,Luxury
b9bfe5fd23157466c07e817e76495664,Medium,1-3years,Low,Sports
3fad0e055def861e70cb0d31dedfe47c,Low,Within_1year,Low,Sports
b89ef072517b9174e680f1a924b0a22c,Low,Within_1year,Low,Classic
7a18ed7331ea5551473aff1ae6579b23,High,Over_3years,High,Classic
6ff0ce1bc98dbd9dc236296f59318f4e,Medium,1-3years,High,Classic
2c898c04fad07196f65ed5afd9674d90,Medium,Within_1year,Low,Luxury
9f7ba5fc0dcf36b8439e8f3d49862cb1,High,Within_1year,Low,Sports
1ba29b14a9b712abcb2f73a7a896b5eb,Medium,Over_3years,High,Classic
86be7cb431c7e62f0394f7240f8bc2ff,Medium,Within_1year,High,Luxury
6cf7a5efb0a5b642d10e5a45c3836e10,High,Within_1year,Low,Luxury
b777c7c066e64dd29d9f3891382b3e37,High,Within_1year,High,Luxury
5fad9aeeb0a9b35e3864a2053afb5b2b,Low,1-3years,High,Sports
8146892014af3de59877eb73fe94bdd5,Medium,Within_1year,High,Classic
82d3ec5f0b354549910477a02f21ec3f,High,Over_3years,High,Classic
b909577e73202f879b5984ecdd0ee98d,Low,1-3years,Low,Luxury
ad5f12f928f10612b3adedc017372b4a,Medium,Within_1year,High,Classic
0b2bb498026879746e518ea66c1cd34a,Low,Within_1year,High,Sports
ee0840c16bc461bbc2b817ea2b215117,High,1-3years,Low,Classic
b551278e7f10fb94836a72014adbe1d2,Medium,Within_1year,Low,Luxury
f9ee5560106c1e72d1ee60be0b8557ad,Low,Within_1year,Low,Sports
453132985fdb2aadcaf0c5dc7ec3f369,High,Over_3years,High,Classic
d2fa952b42625b1d0aed1bda81494d61,High,1-3years,High,Sports
c201896ed56eca97199515618d9f1a07,High,Over_3years,Low,Classic
982d12f14d44b17c5ca2317e816fde89,High,Within_1year,High,Sports
4e7996f5dbab7181f5942672e1deb86b,High,Over_3years,High,Luxury
1249aa8c05452c63fd0351292c77d7ab,High,Within_1year,Low,Luxury
72b1da5225c719b70aac60558cd2fda2,High,1-3years,High,Luxury
4fd4b87b5dadf5086fe90ca9a99dbd5e,Low,1-3years,High,Sports
2c44f2ff13ad012b345feb3e588c8bb9,Medium,1-3years,Low,Sports
4707f422eb09fd6884b8f7b9aaa3cde1,Medium,Over_3years,Low,Luxury
62d7aaa42143b5a95256433f7bdd52ff,Low,Over_3years,Low,Luxury
7b72b563582da55f1f250f450333f170,High,Within_1year,High,Sports
89825fa119fc7706e2fd381c28e708ee,Medium,1-3years,Low,Sports
d23804410d87cd4e8cfc4b726f7d5b08,High,Over_3years,High,Sports
d21355d0124456a4dbb2cd1cc44ceb6a,Medium,Within_1year,High,Sports
73e5c0039f73f657698ac09202be9219,High,Over_3years,High,Sports
f407296690f5f2d2285e696a02c433d5,Low,Within_1year,High,Classic
89c23d8a663b1b4cdee2e07bc17b2a7f,High,Over_3years,Low,Classic
4d10bdef723f497ce94c971ff71b57a0,Medium,Over_3years,Low,Classic
703f5d561fa10c73959bfe5925e58a88,High,Over_3years,Low,Sports
cb43ee9d4af5d295cdac5b41381fbc10,Medium,1-3years,High,Sports
118f61dc61e357c3e608e4530bacb93c,High,1-3years,High,Sports
f99c99d5f06e82ca1cc6b47129dff89e,Medium,Over_3years,Low,Luxury
113eb867f15766ac6e09aa1d105d3963,Medium,Within_1year,Low,Luxury
cbc4d08c12099ab21e327cfafde0b292,Medium,Within_1year,Low,Luxury
e9a114ad5770861eb60ad6e597ced885,High,1-3years,Low,Luxury
b7cdec27a272775a6ba12742afbde5c3,Medium,1-3years,Low,Classic
c83dbdae5c761393d0f4977ec2615c3a,High,1-3years,Low,Sports
1f2e2130fbf80f6345139475c18bacb2,Low,Over_3years,High,Classic
5f81115c1c127abe990d32d3f29894d3,Low,Within_1year,High,Sports
e940d49adaf8e56560bbc1fa58ab815b,Medium,1-3years,Low,Classic
513f88090aa8b92d16e119375c6c42c2,High,Over_3years,Low,Luxury
404c17e548a143eec56a9c6538317990,Medium,1-3years,High,Classic
1226c7047e6f6c3f27953e509e2074ab,High,Within_1year,Low,Classic
47d0b7ef99565a5bad0941ac882acd74,High,Within_1year,High,Sports
97e3ca3bab3bf0f31fedbad81f63a2b0,Low,1-3years,Low,Luxury
3039a6da387b4e6b0b922160d2735c6a,High,Over_3years,High,Classic
b48574ce44c8fab7b1840115bc576385,High,Within_1year,Low,Sports
90042521931998ef4267d89077a30e35,Medium,Within_1year,High,Luxury
6c31dc6e2ffd060eae2e2980e1d7e5d5,Medium,Within_1year,High,Luxury
32be5c92cfadc152d7996d02ff814f93,High,1-3years,Low,Sports
9d4f331b280b776830a173cce8105fca,Low,Over_3years,High,Sports
f0eb24cd778139efe5c2ba636e6b31f0,Medium,Over_3years,High,Sports
4896e8fed30c9908a1475f0588d551c8,Medium,Over_3years,Low,Luxury
add14a6ee27cdd4d6ece458224d36ac3,Low,Over_3years,High,Sports
174dada6c1bcd4379f474c94b1a954c5,Medium,Over_3years,High,Classic
8de19cd9595b0174ec68837ed50033b2,High,1-3years,Low,Sports
51ca67fb32fcfb00a83120c18673c7b1,High,1-3years,Low,Classic
fc93e7d0658ad6fe3c565b8c478e1755,High,Over_3years,Low,Classic
f4e2a21d68d6ffa764c395ac0f98dc9c,Medium,Over_3years,Low,Classic
bcfc8d7eeb5bd3e65a7fed23e12395ad,Medium,1-3years,High,Classic
3d7390da96ed7fca821d3bb753661cee,Medium,1-3years,High,Sports
c0779bb4d118afc682c559ffbf4235ab,Medium,Over_3years,Low,Luxury
7a7c2ef874179a6941482db6133a59d7,High,Over_3years,Low,Classic
53f65d053a03637fc142d8817e6910bb,Low,1-3years,Low,Sports
62c91ca0d62c9c199148a04ca4d93717,High,Within_1year,High,Classic
b00d0b66e8cb9f3d6797999d4e2bf6bb,Medium,Over_3years,Low,Sports
bb5055536360a7374a1fa0006129ffe3,High,Within_1year,High,Classic
4c08000cee32c23526b3317d4ffed0fa,Low,Over_3years,High,Luxury
d9257247c2370e370de46cb3cd01f432,High,Over_3years,Low,Classic
ef7ba5cfeb65e286e8d7eef997916abe,Low,Over_3years,Low,Luxury
78a50fc928f9977a93dee25178b073a3,Medium,Over_3years,High,Luxury
86c2dcdf24ebdfe42afe00c2a4a0bca0,High,Within_1year,High,Sports
a0aa4385da8d6e1d1002ed76c10b1867,High,1-3years,High,Classic
f433dc451ac47b49a7ea6c60d3e9e71e,High,1-3years,High,Classic
75135d4d0040926a9a6933ef24e08e11,High,Within_1year,High,Luxury
2c9a5fe825087e1a5eac11fc640f3c04,Medium,1-3years,High,Classic
22bb3e099fa5dde25f06350411093cae,Low,1-3years,Low,Sports
b42e03520995d058134d2b8ce527a846,Low,1-3years,Low,Luxury
0d8a0fbdbd2542059817d3c438a077e3,High,1-3years,High,Luxury
fe14d4f3ec439eec6b887802f0f17e3c,Medium,1-3years,Low,Sports
d00d44caccb4dc8d3be93c0dcb32c8f1,Low,Over_3years,Low,Sports
e701e312e3f8d54fe3f9cc33af158c84,Low,Within_1year,High,Sports
cc4b68b5c430131995906404f1e1e59e,Low,1-3years,Low,Classic
cded961813308bba65f40e0b82dbbd83,Low,1-3years,Low,Sports
f934dd43131f49b67bc87fe36038644d,Low,1-3years,Low,Sports
69831a387755bc361f9ff7fcc4f6ee33,Low,Over_3years,Low,Luxury
ca5c36ffbd15e5e0ca7d1a54d760bb38,Medium,1-3years,High,Classic
d98194c3be028b44d51086e242c8fad0,High,1-3years,High,Luxury
705c64b99d7f415098a128eb834a68bd,Low,Within_1year,High,Luxury
cb1dcab5217a08cf3dcf1853bb698eb9,Medium,Over_3years,High,Sports
5281318e61c3cafe896f1bbfea8a884a,Medium,1-3years,Low,Classic
957249593c9f9bf4200d00482eeb93ec,High,Within_1year,Low,Sports
30e5134b029b546d0707e169a3191b44,High,Within_1year,High,Luxury
9bf69dfb3080beb70d9a1ff02790e311,Low,Within_1year,High,Classic
2c2c59a0377ce0e80c25013fcee51e48,High,Within_1year,Low,Luxury
4fd40c200cf95172f3eb5b9fd6ced272,High,1-3years,High,Luxury
cebad694c5e1f3f4ab6fd0aba6b87263,Medium,Within_1year,Low,Classic
f140f9996b774f57a572af322839fa95,Medium,Over_3years,Low,Sports
86fb1347a10e49d31f9fba62d0121c1b,Medium,Over_3years,Low,Sports
a5fe82b45fdbd51bb8e96419b645d0de,Low,1-3years,High,Luxury
4fdcacdf46f48ed6a8a697ee2cf33eee,Low,Within_1year,Low,Sports
8bb1332f1a071567fd4ff1b98fd656fd,High,Over_3years,Low,Classic
50ba24053a545515b3891a1a033a94fa,High,Within_1year,Low,Classic
34d09f6a40d2b2700915f582cf4cd806,Low,Over_3years,Low,Sports
589f9fc69e2b6ad65db7d7b6ee2d562e,Low,Over_3years,Low,Sports
d25c82c2a3b03b91413db57022b4323c,Medium,Over_3years,Low,Luxury
0c8eb3541cf6eb18185f4c99e34c8f1b,Low,1-3years,High,Classic
e15d03c8ad699ec6d25589737b5252b6,Low,Over_3years,Low,Sports
504b93098fbbae9b8d3d99a1ea5366aa,High,Within_1year,Low,Sports
dedd7935fbd44147f1e847d432b6e18f,High,1-3years,Low,Sports
adb4e82b18c10c33239457d07ee2cbbf,Medium,1-3years,High,Luxury
43d9a74e1b3e95bd302809ffead397fc,Low,Over_3years,High,Classic
ae7626cd5faa6203500bed824c0429ca,High,1-3years,Low,Luxury
1781147b3924fdd1b02824f538757892,Low,Over_3years,Low,Classic
d5d69eddcbfe528131653c92a4596ce8,Low,Within_1year,Low,Classic
de9d2d57225ef55c9632e796767d8d56,Medium,1-3years,Low,Luxury
75f559c74fd8404ea8bd6afa364e7ae9,Low,Over_3years,High,Sports
149ba6f4c229e5e56122140140a0b283,Medium,1-3years,Low,Luxury
459c2480f469d2b64a6fa0b51a8b2ded,High,1-3years,High,Sports
2deb8c0c8b3eb351099ec489c0bcab59,High,Within_1year,High,Luxury
cbfce6b2352d0684657666b0b076d6e6,High,Over_3years,Low,Sports
ed2b7a86c68ab52f43536d83f758f784,High,Over_3years,High,Luxury
d2de40424e412cc67a5021b29277bdee,Medium,Within_1year,Low,Classic
45cc84edb7242d9d302c121821876f57,Medium,Within_1year,Low,Sports
d180d003fe662a2931fb3393656d1db8,High,Over_3years,High,Luxury
cb1c1561b0cdbd000dddf3cacb1bd8ba,High,1-3years,High,Luxury
9e04515bf05d14e5f521d278e8fe8ced,High,Within_1year,High,Sports
5dfd414ba29f4ffa704991b7e57aa50d,Medium,Within_1year,Low,Classic
422b7b5543a1f5c09f9829735e06716f,High,1-3years,Low,Luxury
191b8211436e07fab5c43ff37a0cfc0d,Medium,Over_3years,High,Sports
1ac40bf66eb38f9bc09ca3ed653d3a9e,Low,1-3years,High,Sports
e6d7413ffb30f6c9989682bdba42f43f,High,Within_1year,Low,Classic
4c346b0db5e63b67a70ec13b3b488404,Medium,1-3years,High,Classic
886a893e30fea7a101923521483581ed,Medium,Over_3years,High,Classic
78ded548e66d858cd8830e90fa4af5e9,Medium,Within_1year,High,Classic
9cc24a1fccfb026c86f38fbe0e4fe125,Low,1-3years,High,Luxury
b5dac185de924dbd954693521b273f29,High,Over_3years,High,Luxury
0a428ed15d09878361ded2e43836858b,Medium,Over_3years,Low,Classic
bf91cc2d0a36427e40666857e2d5c43d,High,Over_3years,High,Classic
0a72dcffb40214df0d2ea6e136a12a19,Medium,Over_3years,High,Classic
47e35080413b431bf226218e365a5e0a,High,Over_3years,Low,Classic
21bc3a8fcdcf66e63e04a6cfcd31a778,Low,Over_3years,High,Sports
5b009073011ceb9a6ec96c9263365fe8,Medium,Within_1year,Low,Sports
7505f264c7876c1e04f1f4ec79e796c1,Medium,Over_3years,Low,Sports
d4c1678db5069cb496541aebdbc49518,Low,Over_3years,High,Sports
21f0148b0b963881c4b8ff65999bc9d3,High,Over_3years,Low,Luxury
8f2717a7377128a7c7550e107b2fc312,Medium,1-3years,High,Sports
f714a7ecffec6314012599c2885235f6,Low,Within_1year,Low,Sports
5ad6a9f1c48521c14e35e23154e21056,Medium,Within_1year,High,Sports
52b482e4e1162454c353edefd68b94fe,Medium,1-3years,High,Sports
5e8b43e6e3e8cd06ad43ec745df7ed80,Medium,Over_3years,Low,Classic
54d11370b0c1ff0f83d6029390f8a4e4,High,1-3years,High,Classic
a0a64ba087455982a7b88f7e61286d8f,Low,1-3years,Low,Classic
500cd18a0711caadac9e0d7e40187d96,Low,1-3years,High,Classic
fbe9fbbf76b74dc1199258308413ac86,Low,Within_1year,Low,Sports
0af3f30107b25b07ca5a4031577f2dc4,Low,Within_1year,High,Luxury
fd26b2509073630407c614af27f5f7bb,Medium,Within_1year,Low,Classic
b14d2c468a5e2b4b98451ed9851974c7,High,Over_3years,High,Sports
32b97c029820b94b9d471cb25fd2ba93,Low,Over_3years,High,Classic
244c653bfef2d5c411e9483a49b5ae56,High,1-3years,Low,Classic
56a2833599db393a91a1fd06044eb3d0,Low,Within_1year,Low,Classic
d47887eba04306747e079c9c772e83a7,Low,Within_1year,Low,Classic
94881009ed68b947282e607b399969da,Medium,Over_3years,High,Sports
d14e9f2938c3a22d134b3359c340a710,Medium,Over_3years,High,Sports
272f230eaee71345d7724f3747475099,Medium,Within_1year,Low,Sports
6453999267f09f529aab32df2d7955d5,High,Within_1year,Low,Luxury
e59af34533d6e9058725669968ffe2ec,Medium,Over_3years,Low,Classic
924553ab9df289ea48c2b512144465af,Medium,Over_3years,Low,Luxury
54115424168b04e6efc459dbf492d876,Low,Within_1year,High,Luxury
49837a7c04188ee0dacfe58aefb6ac70,Low,1-3years,Low,Luxury
00553f8cb3f5c88179fd2c2364af6836,Medium,1-3years,High,Sports
a4f45dc42a230d3a4f3a44d96f20afdb,Medium,1-3years,High,Sports
7f0a050179559cf96fac663042ddb313,High,1-3years,Low,Classic
10e9399842c1cedc4bbdf0e7cc7418c7,High,Within_1year,Low,Sports
4d9435d231e5f01890790752ce98c144,Low,1-3years,Low,Sports
d7f7075314ae3db4f30f1cc4774523d1,High,1-3years,Low,Luxury
e7b6b4f93981676a90c161c06fb17a8f,Medium,Over_3years,High,Sports
a49ee769d0eefac968acc8ef9a9334b7,Medium,1-3years,Low,Classic
3689745a14d0bf6ca0bcd79b726f9588,Low,Over_3years,Low,Classic
1380171259f83442705e4668781a34f2,Medium,Over_3years,High,Luxury
93600c22c1fc9518cc3019a98d72414c,Medium,Within_1year,Low,Sports
6cc2ccfba654b3efc26d824cdc6a1812,Medium,Within_1year,High,Luxury
e4766f40afab7a3497b1426f97067f1c,Medium,Within_1year,High,Classic
68a4515dcc23c6a17efc72aa07f2b3f9,High,Within_1year,High,Classic
7e678f61c20cac5bf791770cd47a71f4,High,Over_3years,High,Sports
3e23b9457dfba6404e89176501577f0f,High,Within_1year,High,Sports
969ed1d9694f684888187591518cd5a0,High,Over_3years,High,Classic
023a6ff43f1089c52613ce8154d1b08b,High,Within_1year,High,Classic
69b1fbfc885be987610e1bc366f45b8b,Low,1-3years,High,Luxury
f1eb1deb3b1d4b956cd39e29e7ea1dde,Medium,1-3years,High,Luxury
9d3533c21180553c9bcf8cc7e461dec0,Low,Over_3years,High,Luxury
723838f8f9e4a0a27be3e96a4c34b83e,Medium,1-3years,Low,Sports
b62b418a3fb1061c14814f9e44b182c8,Medium,1-3years,High,Sports
03c58b8700fc69ad50f3169032670f14,Medium,Over_3years,High,Classic
bf7e8b080582a24d412f64d22babafe8,Low,1-3years,Low,Sports
f45351b1c01803185c5e75c91207c35f,Medium,1-3years,High,Sports
8b36ba7503f08f5ceb8899298751e91d,Medium,1-3years,High,Sports
a5e6a86205a134173d1cf31ed5b35020,High,Within_1year,High,Sports
72f94f76cfa08e3cacb069ed5177c668,High,Over_3years,Low,Sports
f5ad740df14b1676fc6e9d1cfd1c139a,Medium,Within_1year,Low,Sports
108ad9ba1d3da46bd977a741194c9a1d,High,1-3years,Low,Sports
e7033ad2d1005c499bf2e59277653e63,Low,1-3years,Low,Sports
